EmpID | StartDate | ExitDate | Title | BusinessUnit | EmployeeStatus | PayZone | EmployeeClassificationType | TerminationType | Division | State | JobFunctionDescription | Performance Score | Current Employee Rating | LastName | DOB | 
3913 | 14-Jan-20 | 08-Jun-22 | Sr. Network Engineer | BPC | Leave of Absence | Zone A | Part-Time | Resignation | Project Management - Con | MA | Purchasing | Fully Meets | 3 | Zimmerman | 1942 | 
3914 | 04-Feb-20 | 29-Jan-21 | Network Engineer | SVG | Active | Zone C | Temporary | Resignation | Engineers | MA | Project Manager | Exceeds | 3 | Booth | 1958 | 
3915 | 28-Aug-22 |  | Network Engineer | TNS | Active | Zone B | Part-Time | Unk | Field Operations | MA | Foreman | Fully Meets | 3 | Barry | 1991 | 
3916 | 27-Jun-22 |  | Network Engineer | WBL | Active | Zone C | Temporary | Unk | Project Management - Con | MA | Coordinator | Fully Meets | 3 | Rowland | 1964 | 
3917 | 19-Dec-19 | 31-Mar-23 | Network Engineer | PYZ | Active | Zone C | Full-Time | Retirement | General - Con | MA | Technician | Exceeds | 3 | Vincent | 1993 | 
3918 | 24-Sep-20 | 27-Mar-23 | Network Engineer | WBL | Active | Zone A | Full-Time | Voluntary | Field Operations | MA | Laborer | Fully Meets | 3 | Waller | 1960 | 
3919 | 06-Jul-23 |  | IT Support | NEL | Active | Zone C | Full-Time | Unk | Field Operations | MA | Tower Hand | Fully Meets | 3 | Sherman | 1944 | 
3920 | 11-Apr-21 | 19-Dec-22 | IT Support | PL | Active | Zone A | Part-Time | Involuntary | Field Operations | MA | Laborer | Fully Meets | 3 | Weaver | 1961 | 
3921 | 12-Feb-20 | 15-Jul-22 | IT Support | BPC | Active | Zone A | Part-Time | Retirement | Splicing | MA | Splicer | Fully Meets | 3 | Lee | 1943 | 
3922 | 25-Dec-18 |  | IT Support | CCDR | Active | Zone A | Full-Time | Unk | General - Con | MA | Lineman | Fully Meets | 3 | Hickman | 1996 | 
3923 | 25-Dec-21 | 19-Jun-23 | Sr. Network Engineer | WBL | Active | Zone C | Part-Time | Involuntary | Aerial | MA | Foreman | Exceeds | 3 | Juarez | 1955 | 
3924 | 22-May-21 |  | Sr. Network Engineer | NEL | Active | Zone B | Full-Time | Unk | General - Con | CT | Technician | Fully Meets | 3 | Zuniga | 1993 | 
3925 | 03-May-20 | 14-Nov-22 | Sr. Network Engineer | PL | Leave of Absence | Zone C | Part-Time | Resignation | General - Sga | MA | Vp | Fully Meets | 3 | Jordan | 1960 | 
3926 | 27-Feb-19 |  | Sr. Network Engineer | BPC | Active | Zone C | Full-Time | Unk | Wireless | MA | Supervisor | Needs Improvement | 3 | Gamble | 1941 | 
3927 | 01-Mar-20 | 05-Mar-22 | Network Engineer | SVG | Active | Zone C | Temporary | Involuntary | Aerial | MA | Lineman | Fully Meets | 3 | Hunter | 1982 | 
3928 | 27-Jan-21 | 18-Oct-21 | Network Engineer | TNS | Active | Zone A | Temporary | Resignation | General - Con | MA | Laborer | Fully Meets | 3 | Yu | 1956 | 
3929 | 18-Jun-23 | 24-Jul-23 | Network Engineer | WBL | Active | Zone C | Part-Time | Resignation | Wireline Construction | MA | Clerk | Fully Meets | 3 | Foster | 1977 | 
3930 | 24-Nov-19 |  | Network Engineer | BPC | Active | Zone A | Part-Time | Unk | General - Con | MA | Helper | Fully Meets | 3 | Wallace | 1984 | 
3931 | 24-Sep-21 |  | Network Engineer | CCDR | Active | Zone A | Temporary | Unk | Engineers | MA | Drafter | Fully Meets | 3 | Nelson | 1960 | 
3932 | 17-Aug-22 |  | IT Support | EW | Active | Zone B | Full-Time | Unk | General - Eng | MA | Billing | Fully Meets | 3 | Anthony | 1965 | 
3933 | 18-Apr-23 |  | IT Support | MSC | Active | Zone A | Part-Time | Unk | Engineers | MA | Engineer | Fully Meets | 3 | Branch | 1967 | 
3934 | 15-Apr-20 | 13-May-22 | IT Support | NEL | Active | Zone C | Temporary | Involuntary | Executive | MA | Vp | Fully Meets | 3 | Mullins | 1979 | 
3935 | 25-Dec-20 |  | IT Support | PL | Active | Zone C | Full-Time | Unk | Aerial | MA | Lineman | Fully Meets | 3 | Tyler | 1993 | 
3936 | 21-Jul-22 | 01-May-23 | Enterprise Architect | MSC | Terminated for Cause | Zone B | Temporary | Involuntary | General - Sga | CT | Director | Fully Meets | 3 | Favis | 1998 | 
3937 | 04-Nov-22 |  | Database Administrator | EW | Active | Zone C | Part-Time | Unk | Field Operations | MA | Laborer | Fully Meets | 3 | Hernandez | 1944 | 
3938 | 20-Apr-20 |  | Data Analyst | BPC | Active | Zone B | Temporary | Unk | Field Operations | MA | Tower Hand | Fully Meets | 3 | Roby | 1955 | 
3939 | 05-Sep-19 |  | Data Analyst | CCDR | Active | Zone A | Part-Time | Unk | General - Con | TX | Foreman | Fully Meets | 3 | Murray | 1992 | 
3940 | 11-Aug-19 |  | Sr. DBA | EW | Active | Zone B | Full-Time | Unk | General - Con | MA | Technician | Fully Meets | 3 | Ait Sidi | 1958 | 
3941 | 04-Nov-18 |  | Data Analyst | BPC | Active | Zone B | Temporary | Unk | Field Operations | MA | Laborer | Fully Meets | 3 | Rogers | 1985 | 
3942 | 04-Nov-18 | 22-Dec-21 | Principal Data Architect | PYZ | Voluntarily Terminated | Zone B | Temporary | Resignation | Catv | MA | Laborer | PIP | 3 | Roehrich | 1951 | 
3943 | 27-Jul-19 | 25-Jul-21 | Data Analyst  | NEL | Voluntarily Terminated | Zone A | Part-Time | Resignation | General - Eng | MA | Administrative | Fully Meets | 3 | Salter | 1971 | 
3944 | 21-Dec-20 |  | Data Analyst | SVG | Active | Zone A | Full-Time | Unk | General - Sga | MA | Administrator | Fully Meets | 3 | Zhou | 1997 | 
3945 | 25-Jul-22 |  | Data Analyst | MSC | Active | Zone C | Temporary | Unk | Engineers | MA | Engineer | PIP | 3 | Petrowsky | 1998 | 
3946 | 15-Jun-19 |  | Database Administrator | NEL | Active | Zone A | Temporary | Unk | Shop (Fleet) | MA | Technician | Fully Meets | 3 | Horton | 1957 | 
3947 | 04-Apr-20 | 22-Jun-22 | Database Administrator | EW | Terminated for Cause | Zone B | Full-Time | Resignation | Field Operations | MA | Field Technician | Fully Meets | 3 | Becker | 1996 | 
3948 | 03-Feb-23 | 29-May-23 | Data Analyst | MSC | Voluntarily Terminated | Zone C | Full-Time | Involuntary | Aerial | MA | Foreman | Fully Meets | 3 | Pearson | 1943 | 
3949 | 20-Sep-22 | 04-Jul-23 | Sr. DBA | SVG | Future Start | Zone A | Temporary | Voluntary | General - Con | MA | Laborer | Fully Meets | 3 | Carr | 1991 | 
3950 | 12-Jul-23 |  | Database Administrator | CCDR | Active | Zone A | Part-Time | Unk | Fielders | MA | Engineer | Fully Meets | 3 | Johnson | 1989 | 
3951 | 25-Apr-21 | 12-Feb-23 | Database Administrator | MSC | Terminated for Cause | Zone A | Temporary | Resignation | Wireline Construction | MA | Groundman | Fully Meets | 3 | Goble | 1961 | 
3952 | 13-Mar-21 |  | Data Analyst | EW | Active | Zone A | Full-Time | Unk | Finance & Accounting | MA | Assistant | Fully Meets | 3 | Simard | 1950 | 
3953 | 16-Aug-21 |  | Data Analyst | BPC | Active | Zone B | Full-Time | Unk | General - Eng | MA | Engineer | Fully Meets | 3 | Griffith | 1965 | 
3954 | 18-Oct-21 |  | Database Administrator | CCDR | Active | Zone B | Temporary | Unk | General - Con | MA | Flagger | Fully Meets | 3 | Hayes | 1946 | 
3955 | 16-Feb-20 | 16-Mar-23 | Database Administrator | SVG | Active | Zone C | Full-Time | Resignation | Project Management - Con | MA | Coordinator | Fully Meets | 3 | Giles | 1998 | 
3956 | 07-Aug-19 | 08-Mar-23 | Database Administrator | EW | Active | Zone A | Temporary | Retirement | General - Sga | TX | Foreman | Fully Meets | 3 | Shaw | 1997 | 
3957 | 03-Jan-22 |  | Database Administrator | MSC | Active | Zone C | Temporary | Unk | Field Operations | TX | Administration | Fully Meets | 3 | Nixon | 1991 | 
3958 | 22-Sep-20 |  | Database Administrator | TNS | Active | Zone C | Full-Time | Unk | Field Operations | TX | Foreman | PIP | 3 | Orr | 1974 | 
3959 | 11-Nov-22 | 14-Jul-23 | Data Architect | PYZ | Terminated for Cause | Zone A | Full-Time | Resignation | General - Con | TX | Foreman | Fully Meets | 3 | Mendoza | 1988 | 
3960 | 11-Aug-18 |  | CIO | WBL | Active | Zone A | Full-Time | Unk | Field Operations | TX | Laborer | Fully Meets | 3 | Torres | 1947 | 
3961 | 31-Mar-23 |  | BI Director | NEL | Active | Zone A | Full-Time | Unk | Aerial | MA | Lineman | Fully Meets | 3 | Perez | 1978 | 
3962 | 10-Mar-21 |  | Sr. DBA | MSC | Active | Zone B | Part-Time | Unk | Aerial | MA | Lineman | Fully Meets | 3 | Wagner | 1990 | 
3963 | 30-Aug-19 |  | Sr. Accountant | TNS | Active | Zone B | Temporary | Unk | Field Operations | MA | Foreman | Fully Meets | 3 | Pace | 1998 | 
3964 | 07-Jun-21 | 25-Jan-23 | Sr. Accountant | PYZ | Future Start | Zone A | Temporary | Involuntary | Aerial | MA | Lineman | Exceeds | 3 | Stevens | 2001 | 
3965 | 22-Apr-20 |  | Software Engineering Manager | WBL | Active | Zone B | Part-Time | Unk | General - Con | MA | Laborer | Fully Meets | 3 | Roth | 1998 | 
3966 | 19-Oct-18 | 04-Sep-21 | Software Engineer | NEL | Future Start | Zone A | Part-Time | Voluntary | Field Operations | MA | Laborer | Fully Meets | 3 | Villegas | 1978 | 
3967 | 03-Dec-18 | 20-Jan-21 | Data Analyst | MSC | Active | Zone A | Temporary | Involuntary | Finance & Accounting | MA | Administration | Fully Meets | 3 | Gillespie | 1955 | 
3968 | 20-Feb-21 |  | Data Analyst | NEL | Active | Zone B | Temporary | Unk | Engineers | MA | Engineer | Fully Meets | 3 | Rice | 1967 | 
3969 | 17-Jan-21 |  | Database Administrator | PL | Active | Zone A | Full-Time | Unk | Aerial | MA | Lineman | Exceeds | 3 | Nixon | 1966 | 
3970 | 04-Oct-20 | 27-Apr-23 | Database Administrator | PYZ | Active | Zone B | Full-Time | Voluntary | Field Operations | MA | Foreman | Exceeds | 3 | Webster | 1950 | 
3971 | 29-Jan-21 |  | Database Administrator | SVG | Active | Zone A | Temporary | Unk | General - Con | TX | Technician | Fully Meets | 3 | Acevedo | 1958 | 
3972 | 26-Jul-22 |  | Database Administrator | TNS | Active | Zone B | Part-Time | Unk | General - Con | TX | Foreman | Fully Meets | 3 | Patton | 1955 | 
3973 | 21-Sep-18 | 22-Jun-23 | Database Administrator | WBL | Terminated for Cause | Zone C | Temporary | Resignation | Field Operations | TX | Laborer | Exceeds | 3 | Tanner | 1973 | 
3974 | 25-Dec-18 | 10-Jul-19 | Data Architect | BPC | Terminated for Cause | Zone C | Full-Time | Involuntary | General - Eng | TX | Engineer | Exceeds | 3 | Franco | 1986 | 
3975 | 03-Nov-20 | 25-Sep-22 | CIO | CCDR | Terminated for Cause | Zone B | Temporary | Voluntary | Field Operations | TX | Technician | Fully Meets | 3 | Rhodes | 1999 | 
3976 | 22-Oct-21 |  | Sr. DBA | MSC | Active | Zone C | Temporary | Unk | Field Operations | MA | Laborer | Fully Meets | 3 | Braun | 1991 | 
3977 | 27-Aug-18 |  | Sr. Accountant | TNS | Active | Zone A | Full-Time | Unk | Wireline Construction | MA | Apprentice | Fully Meets | 3 | Wu | 1943 | 
3978 | 12-Jul-20 |  | Sr. Accountant | PYZ | Active | Zone B | Part-Time | Unk | General - Con | MA | Laborer | Fully Meets | 3 | Cross | 1980 | 
3979 | 25-Jan-21 | 11-Jun-22 | Software Engineering Manager | WBL | Future Start | Zone C | Temporary | Resignation | Technology / It | MA | Controller | Fully Meets | 3 | Phelps | 1967 | 
3980 | 11-May-20 |  | Data Analyst | PL | Active | Zone C | Full-Time | Unk | Project Management - Con | MA | Project Manager | Exceeds | 3 | Atkins | 1975 | 
3981 | 24-Jul-20 | 09-Apr-23 | Data Analyst | BPC | Active | Zone A | Temporary | Resignation | Field Operations | MA | Laborer | Fully Meets | 3 | Fox | 1960 | 
3982 | 09-Aug-22 |  | Database Administrator | CCDR | Active | Zone B | Part-Time | Unk | Aerial | MA | Laborer | Needs Improvement | 3 | Jennings | 1957 | 
3983 | 12-Jun-22 |  | Database Administrator | SVG | Active | Zone A | Full-Time | Unk | Field Operations | MA | Technician | Exceeds | 3 | Velazquez | 1964 | 
3984 | 10-Feb-22 | 08-Jun-22 | Database Administrator | EW | Active | Zone B | Full-Time | Retirement | Wireline Construction | TX | Laborer | Fully Meets | 3 | Skinner | 1963 | 
3985 | 13-Jan-23 | 19-May-23 | Database Administrator | MSC | Terminated for Cause | Zone A | Part-Time | Resignation | People Services | TX | Director | Fully Meets | 3 | Mccullough | 1992 | 
3986 | 10-Mar-20 |  | Database Administrator | TNS | Active | Zone A | Temporary | Unk | Catv | TX | Supervisor | Fully Meets | 3 | Key | 1972 | 
3987 | 25-Feb-22 | 19-Jul-22 | Data Architect | PYZ | Terminated for Cause | Zone A | Full-Time | Retirement | Catv | TX | Supervisor | Exceeds | 3 | Benjamin | 1982 | 
3988 | 21-Jul-22 | 21-Nov-22 | Sr. DBA | SVG | Leave of Absence | Zone A | Temporary | Voluntary | Shop (Fleet) | MA | Mechanic | Fully Meets | 3 | Mullins | 1981 | 
3989 | 11-Jul-22 |  | Sr. DBA | TNS | Active | Zone C | Part-Time | Unk | General - Con | MA | Foreman | Fully Meets | 3 | Pham | 1952 | 
3990 | 02-Dec-19 | 26-Dec-19 | Sr. Accountant | WBL | Future Start | Zone C | Temporary | Involuntary | Safety | MA | Safety | Fully Meets | 3 | Schneider | 1956 | 
3991 | 10-Apr-23 |  | Sr. Accountant | BPC | Active | Zone B | Full-Time | Unk | Project Management - Con | MA | Coordinator | Fully Meets | 3 | Rodgers | 1974 | 
3992 | 08-Dec-22 | 07-May-23 | Data Analyst | SVG | Active | Zone A | Full-Time | Voluntary | General - Eng | MA | Technician | Fully Meets | 3 | Snow | 1961 | 
3993 | 22-Jun-22 |  | Data Analyst | PYZ | Active | Zone C | Full-Time | Unk | Field Operations | MA | Foreman | Fully Meets | 3 | Preston | 1996 | 
3994 | 22-Sep-22 |  | Data Analyst | PL | Active | Zone A | Full-Time | Unk | Field Operations | MA | Top Hand | Fully Meets | 3 | Dennis | 1987 | 
3995 | 15-Jul-19 | 01-Jun-21 | Database Administrator | NEL | Active | Zone A | Temporary | Resignation | Wireline Construction | MA | Project Manager | Exceeds | 3 | Murillo | 1946 | 
3996 | 01-Sep-21 |  | Database Administrator | MSC | Active | Zone C | Full-Time | Unk | Catv | MA | Laborer | Fully Meets | 3 | Combs | 1999 | 
3997 | 16-Jul-19 |  | Database Administrator | EW | Active | Zone A | Temporary | Unk | Engineers | TX | Project Manager | Needs Improvement | 3 | Frost | 1946 | 
3998 | 24-Dec-21 | 27-Jul-22 | Database Administrator | CCDR | Terminated for Cause | Zone B | Full-Time | Resignation | Yard (Material Handling) | TX | Administrative | Fully Meets | 3 | Krause | 1971 | 
3999 | 17-Apr-19 | 17-Aug-21 | Database Administrator | BPC | Terminated for Cause | Zone B | Full-Time | Involuntary | Engineers | TX | Engineer | Exceeds | 3 | Davila | 1943 | 
4000 | 26-Oct-19 | 08-Jun-21 | Data Architect | PYZ | Terminated for Cause | Zone C | Full-Time | Involuntary | Field Operations | TX | Technician | Fully Meets | 3 | Mann | 1960 | 
1001 | 29-Aug-19 |  | Software Engineer | BPC | Active | Zone A | Part-Time | Unk | Engineers | MA | Engineer | Fully Meets | 3 | Exantus | 1957 | 
1002 | 12-Dec-22 | 28-May-23 | Software Engineer | NEL | Active | Zone A | Temporary | Involuntary | Catv | MA | Foreman | Fully Meets | 3 | Martin | 1950 | 
1003 | 08-Mar-23 | 15-Mar-23 | Software Engineer | WBL | Active | Zone A | Part-Time | Voluntary | Field Operations | MA | Foreman | Fully Meets | 3 | Del Bosque | 1973 | 
1004 | 29-May-20 | 05-Mar-21 | Software Engineer | PYZ | Active | Zone C | Part-Time | Involuntary | Project Management - Con | MA | Coordinator | Fully Meets | 3 | Szabo | 1957 | 
1005 | 16-Sep-22 |  | Software Engineer | SVG | Active | Zone B | Temporary | Unk | Field Operations | MA | Project Manager | Fully Meets | 3 | Patronick | 1970 | 
1006 | 15-Aug-21 | 20-Nov-21 | Software Engineer | MSC | Active | Zone C | Part-Time | Resignation | Engineers | MA | Administrative | Fully Meets | 3 | Andreola | 1959 | 
1007 | 25-Oct-20 | 26-Sep-21 | Software Engineer | SVG | Voluntarily Terminated | Zone A | Part-Time | Involuntary | General - Con | MA | Lineman | Fully Meets | 3 | TRUE | 2000 | 
1008 | 28-Aug-19 | 04-May-20 | Software Engineer | BPC | Active | Zone B | Temporary | Voluntary | General - Con | MA | Foreman | Fully Meets | 3 | Carabbio | 1981 | 
1009 | 13-Jun-19 | 12-Jan-23 | Software Engineer | NEL | Active | Zone C | Temporary | Retirement | General - Con | MA | Model Assistant | Fully Meets | 3 | Saada | 1987 | 
1010 | 12-Jan-21 | 18-Mar-22 | Software Engineer | EW | Voluntarily Terminated | Zone C | Temporary | Voluntary | Field Operations | MA | Supervisor | Fully Meets | 3 | Hunter | 1992 | 
1011 | 07-Feb-22 | 12-Feb-23 | Software Engineer | MSC | Voluntarily Terminated | Zone A | Temporary | Resignation | General - Con | MA | Foreman | Fully Meets | 3 | Malone | 1948 | 
1012 | 09-Nov-20 | 06-Jun-21 | Software Engineer | TNS | Voluntarily Terminated | Zone A | Temporary | Involuntary | General - Eng | MA | Administrative | Fully Meets | 3 | Blackwell | 1978 | 
1013 | 13-May-20 |  | Software Engineer | PYZ | Active | Zone B | Full-Time | Unk | Engineers | MA | Engineer | Fully Meets | 3 | Shah | 1974 | 
1014 | 31-Dec-22 | 13-Jul-23 | Shared Services Manager | WBL | Active | Zone A | Full-Time | Retirement | Catv | MA | Clerk | Fully Meets | 3 | Quinn | 1953 | 
1015 | 03-Dec-18 |  | Shared Services Manager | NEL | Active | Zone A | Part-Time | Unk | People Services | MA | Vp | Fully Meets | 3 | Jackson | 1961 | 
1016 | 21-Feb-20 | 29-May-21 | Senior BI Developer | PL | Active | Zone B | Part-Time | Involuntary | Shop (Fleet) | MA | Mechanic | Fully Meets | 3 | Reese | 1956 | 
1017 | 07-Sep-20 | 15-Dec-21 | Senior BI Developer | BPC | Active | Zone B | Full-Time | Involuntary | Field Operations | MA | Laborer | Fully Meets | 3 | Whitehead | 1947 | 
1018 | 19-Jun-20 | 08-Dec-21 | Senior BI Developer | CCDR | Active | Zone A | Part-Time | Involuntary | General - Con | MA | Laborer | Fully Meets | 3 | Haynes | 1942 | 
1019 | 14-Oct-22 | 28-Jul-23 | Software Engineer | EW | Voluntarily Terminated | Zone A | Temporary | Retirement | Fielders | MA | Engineer | Fully Meets | 3 | Herrera | 1978 | 
1020 | 20-Jun-23 | 18-Jul-23 | Software Engineer | MSC | Voluntarily Terminated | Zone C | Full-Time | Resignation | Field Operations | MA | Supervisor | Fully Meets | 3 | Foster | 1990 | 
1021 | 09-Nov-20 | 17-Jul-23 | Software Engineer | TNS | Voluntarily Terminated | Zone C | Full-Time | Resignation | General - Eng | MA | Billing | Fully Meets | 3 | Fletcher | 1989 | 
1022 | 19-Sep-22 |  | Software Engineer | PYZ | Active | Zone A | Temporary | Unk | Field Operations | MA | Engineer | Fully Meets | 3 | Howe | 1962 | 
1023 | 09-Nov-18 | 10-Oct-21 | Shared Services Manager | WBL | Active | Zone C | Part-Time | Voluntary | General - Con | MA | Clerk | Fully Meets | 3 | Davila | 1992 | 
1024 | 30-Dec-18 | 23-Jun-21 | Shared Services Manager | NEL | Active | Zone A | Part-Time | Involuntary | Fielders | MA | Coordinator | Fully Meets | 3 | Boyer | 1987 | 
1025 | 11-May-23 | 15-May-23 | Senior BI Developer | PL | Active | Zone A | Temporary | Retirement | Field Operations | MA | Foreman | Fully Meets | 3 | Jenkins | 1960 | 
1026 | 03-Nov-22 | 09-Feb-23 | Senior BI Developer | BPC | Active | Zone A | Part-Time | Resignation | Engineers | MA | Engineer | Fully Meets | 3 | Moss | 1950 | 
1027 | 14-Jun-20 | 29-May-21 | Senior BI Developer | CCDR | Active | Zone A | Full-Time | Voluntary | General - Con | MA | Flagger | Fully Meets | 3 | Murphy | 1962 | 
1028 | 15-Oct-19 | 01-Jan-23 | Software Engineer | PYZ | Voluntarily Terminated | Zone C | Part-Time | Resignation | General - Con | MA | Model Assistant | Fully Meets | 3 | Schmidt | 2000 | 
1029 | 28-Apr-20 |  | Software Engineer | SVG | Active | Zone B | Part-Time | Unk | Field Operations | MA | Specialist | Fully Meets | 3 | Hurley | 1979 | 
1030 | 29-Oct-19 |  | Software Engineer | TNS | Active | Zone C | Temporary | Unk | Field Operations | MA | Foreman | Fully Meets | 3 | Hamilton | 1955 | 
1031 | 28-Apr-21 |  | Software Engineer | WBL | Active | Zone B | Temporary | Unk | General - Con | MA | Lineman | Fully Meets | 3 | Martinez | 1972 | 
1032 | 19-Apr-22 | 26-Aug-22 | Software Engineer | PYZ | Active | Zone C | Part-Time | Voluntary | Aerial | MA | Laborer | Fully Meets | 3 | Haynes | 1954 | 
1033 | 28-Mar-23 |  | Shared Services Manager | WBL | Active | Zone B | Full-Time | Unk | Field Operations | MA | Operator | Fully Meets | 3 | Brooks | 1997 | 
1034 | 06-May-19 |  | Shared Services Manager | NEL | Active | Zone C | Part-Time | Unk | Project Management - Con | MA | Manager | Fully Meets | 3 | Livingston | 1977 | 
1035 | 13-Oct-20 |  | Senior BI Developer | PL | Active | Zone A | Temporary | Unk | Underground | MA | Laborer | Fully Meets | 3 | Russell | 1979 | 
1036 | 06-Jul-21 | 25-Nov-21 | Senior BI Developer | BPC | Active | Zone A | Part-Time | Resignation | Field Operations | MA | Foreman | Fully Meets | 3 | Jimenez | 1993 | 
1037 | 24-Sep-20 | 02-Nov-20 | Software Engineer | CCDR | Voluntarily Terminated | Zone C | Full-Time | Voluntary | Fielders | MA | Engineer | Fully Meets | 3 | Colon | 1993 | 
1038 | 18-Jan-23 |  | Software Engineer | SVG | Active | Zone B | Part-Time | Unk | Field Operations | MA | Crew Leader | Fully Meets | 3 | Cowan | 1971 | 
1039 | 22-Aug-19 | 25-Mar-22 | Software Engineer | EW | Voluntarily Terminated | Zone B | Part-Time | Involuntary | Finance & Accounting | MA | Administrative | Fully Meets | 3 | Perez | 1982 | 
1040 | 25-Jul-19 | 17-Dec-22 | Software Engineer | MSC | Voluntarily Terminated | Zone A | Part-Time | Retirement | Field Operations | MA | Technician | Fully Meets | 3 | Farrell | 1972 | 
1041 | 11-Nov-19 | 10-Jan-20 | Software Engineer | TNS | Voluntarily Terminated | Zone A | Full-Time | Retirement | Engineers | MA | Administrative | Fully Meets | 3 | Kelly | 1976 | 
1042 | 16-Jul-22 |  | Software Engineer | PYZ | Active | Zone B | Temporary | Unk | Field Operations | MA | Driller | Fully Meets | 3 | Hood | 1942 | 
1043 | 19-Dec-22 | 10-May-23 | Shared Services Manager | WBL | Active | Zone C | Part-Time | Resignation | Splicing | MA | Billing | Fully Meets | 3 | Lang | 1955 | 
1044 | 15-Sep-20 |  | Shared Services Manager | NEL | Active | Zone A | Temporary | Unk | Field Operations | MA | Foreman | Fully Meets | 3 | Stark | 1956 | 
1045 | 04-Oct-20 | 27-Feb-23 | Senior BI Developer | PL | Active | Zone C | Temporary | Involuntary | Catv | MA | Foreman | Fully Meets | 3 | Ashley | 1963 | 
1046 | 23-Apr-22 | 03-Aug-22 | Software Engineer | CCDR | Voluntarily Terminated | Zone A | Temporary | Involuntary | Underground | MA | Laborer | Fully Meets | 3 | Todd | 1962 | 
1047 | 27-Nov-21 |  | Software Engineer | SVG | Active | Zone A | Part-Time | Unk | Field Operations | MA | Technician | Fully Meets | 3 | Jimenez | 1947 | 
1048 | 29-Nov-19 |  | Software Engineer | EW | Active | Zone A | Temporary | Unk | General - Con | MA | Helper | Fully Meets | 3 | Daugherty | 1956 | 
1049 | 30-May-19 | 19-Dec-20 | Software Engineer | MSC | Voluntarily Terminated | Zone B | Part-Time | Involuntary | Field Operations | MA | Technician | Fully Meets | 3 | Morrow | 1954 | 
1050 | 23-Nov-20 |  | Software Engineer | TNS | Active | Zone B | Temporary | Unk | Finance & Accounting | MA | Accounting | Fully Meets | 3 | Schneider | 1993 | 
1051 | 08-Apr-22 | 11-Jan-23 | Software Engineer | PYZ | Active | Zone C | Part-Time | Involuntary | Field Operations | MA | Operator | Fully Meets | 3 | Hinton | 1981 | 
1052 | 25-Feb-21 | 04-Jun-21 | Shared Services Manager | WBL | Active | Zone B | Part-Time | Voluntary | General - Con | MA | Foreman | Fully Meets | 3 | Johns | 1980 | 
1053 | 13-Mar-19 | 07-Apr-21 | Shared Services Manager | NEL | Active | Zone C | Full-Time | Resignation | Project Management - Con | MA | Project Manager | Fully Meets | 3 | Keith | 1947 | 
1054 | 12-Feb-23 |  | Software Engineer | PL | Active | Zone A | Full-Time | Unk | Engineers | MA | Project Manager | Fully Meets | 3 | Salazar | 1993 | 
1055 | 08-Sep-18 |  | Software Engineer | PYZ | Active | Zone C | Full-Time | Unk | Field Operations | MA | Laborer | Fully Meets | 3 | Webb | 1995 | 
1056 | 18-Nov-21 |  | Software Engineer | SVG | Active | Zone C | Temporary | Unk | Wireline Construction | MA | Driver | Fully Meets | 3 | Anderson | 1943 | 
1057 | 01-Jul-23 |  | Software Engineer | TNS | Active | Zone A | Full-Time | Unk | Wireline Construction | MA | Foreman | Fully Meets | 3 | Decker | 1998 | 
1058 | 18-Apr-22 |  | Software Engineer | WBL | Active | Zone C | Temporary | Unk | Billable Consultants | MA | Technician | Fully Meets | 3 | Bryan | 1942 | 
1059 | 29-Apr-23 |  | Software Engineer | BPC | Active | Zone C | Full-Time | Unk | Engineers | MA | Engineer | Fully Meets | 3 | Mccormick | 1974 | 
1060 | 10-Oct-18 | 25-Dec-18 | Shared Services Manager | CCDR | Active | Zone B | Full-Time | Voluntary | General - Con | MA | Project Manager | Fully Meets | 3 | Livingston | 1976 | 
1061 | 20-Nov-22 |  | Shared Services Manager | EW | Active | Zone C | Part-Time | Unk | General - Sga | MA | Specialist | Fully Meets | 3 | Alvarado | 1993 | 
1062 | 18-May-19 | 14-Jan-20 | Software Engineer | BPC | Voluntarily Terminated | Zone A | Part-Time | Involuntary | Engineers | MA | Program Manager | Fully Meets | 3 | Vasquez | 1969 | 
1063 | 22-Jun-21 |  | Software Engineer | CCDR | Active | Zone B | Temporary | Unk | Aerial | MA | Foreman | Fully Meets | 3 | Maynard | 1945 | 
1064 | 30-Mar-22 | 13-Apr-22 | Software Engineer | SVG | Voluntarily Terminated | Zone A | Part-Time | Retirement | Field Operations | MA | Technician | Fully Meets | 3 | Donovan | 1987 | 
1065 | 28-Aug-18 |  | Software Engineer | EW | Active | Zone C | Temporary | Unk | Engineers | MA | Engineer | Fully Meets | 3 | Cooper | 1995 | 
1066 | 27-Dec-21 | 05-Jan-23 | Software Engineer | MSC | Active | Zone C | Temporary | Voluntary | Catv | MA | Operator | Fully Meets | 3 | Weeks | 1981 | 
1067 | 14-Nov-20 |  | Software Engineer | TNS | Active | Zone A | Temporary | Unk | Field Operations | MA | Technician | Fully Meets | 3 | Frye | 1948 | 
1068 | 01-Oct-21 |  | Software Engineer | PYZ | Active | Zone B | Part-Time | Unk | Wireline Construction | MA | Project Manager | Fully Meets | 3 | Ross | 1998 | 
1069 | 13-Oct-18 | 28-May-23 | Shared Services Manager | WBL | Active | Zone B | Part-Time | Resignation | General - Con | MA | Foreman | Fully Meets | 3 | Edwards | 1975 | 
1070 | 15-Dec-18 | 28-May-22 | Shared Services Manager | NEL | Active | Zone C | Temporary | Resignation | General - Sga | MA | Project Manager | Fully Meets | 3 | Reed | 1998 | 
